model,image_name,mosz1,mosz2,mosz3,prompt
DALLE,091-4.png,2.9395408720542227,2.804448780880416,3.01224803693965,"""a classroom without any students"""
Glide,028-2.png,2.1314532157742025,2.3748572365097536,2.761606346981572,"""Snow mountain and tree reflection in the lake"""
Glide,005-1.png,2.1317042153840524,2.573254832493285,3.058474908128226,"""a green pepper"""
Glide,072-4.png,1.9278577004286248,2.562582473978456,2.445244915068242,"""two motorcycles facing each other"""
DALLE,051-3.png,2.6514984112216817,2.5449131826081253,2.860872728044621,"""a portrait of a man wearing sunglasses and a business suit, painting in pop art style"""
DALLE,001-1.png,3.0733953584056004,3.0010629953778287,3.315904796450402,"""a girl"""
Unidiffuser,090-3.png,2.917916598109469,2.593971821376379,2.644125927195616,"""A bird gives an apple to a squirrel"""
stable-diffusion,039-3.png,3.2313694303855547,3.275949959794082,3.086299218789667,"""a teddy bear on a skateboard in times square"""
Unidiffuser,070-1.png,3.1560516575751665,2.545970577612922,2.456212763884777,"""Four cats surrounding a dog"""
Unidiffuser,098-1.png,1.8795864898103691,2.164742485857417,1.8784633827161208,"""a street without vehicles"""
Lafite,010-2.png,1.8531915467158844,1.7844315591350184,2.2300698387011604,"""A giraffe walking through a green grass covered field"""
Lafite,041-4.png,1.9446876132696536,2.115948049667533,2.224339603764286,"""A photo of an astronaut riding a horse in the forest."""
stable-diffusion,020-4.png,2.187970285117553,2.0086607100671703,2.069515450759281,"""A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope."""
Lafite,085-4.png,2.0039898464219155,1.974243425120552,2.0639903416190544,"""a close-up of an old-fashioned cocktail"""
Glide,058-1.png,2.129165826854426,2.22535633158623,2.242245478894047,"""a painting of a white country home with a wrap-around porch"""
Lafite,056-1.png,2.1121115715249887,2.2324022554130782,2.5599591490051576,"""an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"""
Controlnet,040-4.png,2.950871713192329,2.7328872120886114,2.307103406716452,"""A blue colored dog"""
Glide,001-1.png,1.8741315799632232,1.8685878831424123,1.6906571645873107,"""a girl"""
Unidiffuser,091-4.png,2.78697799421201,2.666267909633459,3.2101212625220867,"""a classroom without any students"""
Glide,047-4.png,1.8073469389756036,1.9934207084744413,2.053986769508521,"""a small kitchen with a white goat in it"""
DALLE,028-2.png,2.96798649291949,2.980098536928504,3.0314897373505447,"""Snow mountain and tree reflection in the lake"""
Glide,080-2.png,1.9846860067366368,2.2307740972712686,2.088977826303899,"""view of a giraffe and a zebra in the middle of a field"""
Unidiffuser,070-4.png,2.131450280494488,2.0715608978227347,2.200949593589264,"""Four cats surrounding a dog"""
stable-diffusion,073-1.png,3.211396360593196,3.02287956517856,3.2603519199871718,"""two red balls on a table"""
Controlnet,015-3.png,3.0026044427980194,3.285714087256627,2.8943535986058344,"""A bowl of Chicken Pho"""
stable-diffusion,085-4.png,2.943956063423564,2.8179233668692296,2.8067026138799784,"""a close-up of an old-fashioned cocktail"""
Controlnet,082-4.png,3.00199514992564,2.8269519458245727,2.4833061699830727,"""an overhead view of a pickup truck with boxes in its flatbed"""
Controlnet,050-4.png,2.7482281800009405,2.6015321751395173,2.3494861466412584,"""A photo of a panda made of water."""
stable-diffusion,077-2.png,3.176325905651707,3.128630618606957,3.2210205882644565,"""two pianos next to each other"""
Glide,029-1.png,1.8745135546741436,2.026963557532395,2.1896072288662003,"""An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"""
DALLE,043-4.png,2.720975334551176,2.6852380639187667,3.2087157889824027,"""a sword slicing through a loaf of bread"""
Glide,029-2.png,1.9937717523463203,2.186899461750162,2.360042005993743,"""An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"""
Unidiffuser,038-2.png,2.7373381027049937,2.778113577098952,2.935638525067299,"""a fall landscape with a small cottage next to a lake"""
DALLE,038-2.png,2.828143040330748,3.0463014907219,3.1373253124802334,"""a fall landscape with a small cottage next to a lake"""
Glide,033-3.png,1.8856234285853384,1.9064872918855784,2.470008056236732,"""purple lego dollhouse with a pool and a swing"""
DALLE,053-3.png,3.3073261892265657,3.3468930507825,3.366040585126669,"""A spaceship made of cardboard."""
Controlnet,023-4.png,2.930274110126472,2.354178935225674,2.086211459604788,"""a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese"""
DALLE,049-1.png,3.1451236060774974,3.0415484579412566,3.085000864882257,"""an elephant walking on the Great Wall"""
Unidiffuser,079-2.png,2.124204954931951,1.9867857630871504,2.405536087719892,"""Times Square with thousands of dogs running around"""
Controlnet,064-4.png,2.760087191468212,2.548019210929426,2.235404983488134,"""the word 'APPLE' on an apple"""
Glide,073-1.png,2.583649844175674,2.926860868816679,2.913394897684959,"""two red balls on a table"""
DALLE,033-1.png,2.790179464401242,2.7505515358460526,3.17803749292777,"""purple lego dollhouse with a pool and a swing"""
Lafite,053-3.png,2.4245241002265,2.310205740401574,2.541489688653056,"""A spaceship made of cardboard."""
Unidiffuser,026-1.png,1.7420172304274608,2.201431730615581,1.986341426652015,"""A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats."""
Lafite,072-2.png,1.815397956558372,1.9560887472497823,1.976011478118049,"""two motorcycles facing each other"""
DALLE,042-3.png,3.2472497423212188,2.9714235608239714,3.190259923955685,"""A bicycle on top of a boat"""
Glide,050-2.png,1.8672966095949988,2.127423820320116,2.38037185457625,"""A photo of a panda made of water."""
stable-diffusion,023-3.png,2.3522321469351626,2.436059048396447,2.3996181528180607,"""a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese"""
Glide,071-2.png,1.7137983437440318,1.965605381187047,1.619031666195399,"""three children on a couch"""
DALLE,053-2.png,3.164251573949889,3.0286301224436363,2.847774677040793,"""A spaceship made of cardboard."""
Glide,078-4.png,2.061151608418444,2.169279160316109,1.87477773107876,"""a tennis court with three yellow cones on it"""
DALLE,013-3.png,2.5452051580434123,2.7176645365704664,2.7839765036489093,"""a teddy bear on a skateboard"""
stable-diffusion,083-2.png,3.109794818216563,2.9088227495892176,3.2879827634808727,"""view of a clock tower from above"""
Glide,018-1.png,2.4735180106656367,2.949154202723438,3.048132643511308,"""Sunset over the sea"""
Controlnet,033-4.png,2.689318997241279,2.577485244012346,3.0496806837277006,"""purple lego dollhouse with a pool and a swing"""
stable-diffusion,092-2.png,2.5136099324707626,2.225855093389288,2.367225959430137,"""a car with no windows"""
Lafite,095-1.png,1.953350337153764,2.029858274198109,1.7589039672329598,"""a plate that has no bananas on it. there is a glass without orange juice next to it."""
DALLE,038-1.png,2.692903573995252,2.877508376910371,2.893052893530608,"""a fall landscape with a small cottage next to a lake"""
Lafite,012-3.png,1.885072881285419,1.931280462365533,1.9581308466012275,"""A red bus is driving on the road"""
Glide,011-3.png,1.557035653924894,1.6704911047211235,1.543311366323855,"""a woman with long hair"""
stable-diffusion,012-1.png,3.086983980035648,3.013296620030945,2.8481947230448403,"""A red bus is driving on the road"""
Lafite,013-3.png,2.0007095114307347,1.9924559399626856,2.042783167193309,"""a teddy bear on a skateboard"""
DALLE,038-4.png,3.1271474868493905,3.278803871672417,3.37936752219902,"""a fall landscape with a small cottage next to a lake"""
Unidiffuser,038-1.png,1.421305872078669,1.479003598669112,1.4192913937494072,"""a fall landscape with a small cottage next to a lake"""
stable-diffusion,000-3.png,3.074497250069765,2.9918357457698,3.208876058075824,"""a corgi"""
Glide,078-1.png,2.345524070026605,2.5667672159628223,2.553932728504442,"""a tennis court with three yellow cones on it"""
stable-diffusion,025-4.png,3.1718746333307246,3.090418024873302,2.987317453342626,"""a pineapple with one beer to its left and two beers on its right"""
Controlnet,010-3.png,2.324978730320537,2.2641598403372045,2.5166123724663514,"""A giraffe walking through a green grass covered field"""
Glide,046-4.png,1.705977556121134,1.987208414511192,1.750409157684679,"""a drawing of a series of musical notes wrapped around the Earth"""
Glide,031-1.png,1.9752589937496252,2.271207462031375,2.154033683475531,"""a library filled with kids reading books"""
Unidiffuser,000-1.png,2.834823252529741,2.6424545054719584,2.7013037539476232,"""a corgi"""
DALLE,057-4.png,2.490595122608574,2.464226944605441,2.620663931648457,"""an oil painting of a tree and a building"""
Controlnet,053-1.png,2.8049713994820906,2.868384667798523,2.6543909850543987,"""A spaceship made of cardboard."""
Glide,050-1.png,2.0876172478033515,2.1408076274867884,1.9961614974979691,"""A photo of a panda made of water."""
DALLE,017-4.png,2.279328955642675,2.690565385626112,2.879751264345366,"""a coffee table with a magazine on it"""
Glide,017-4.png,2.157012323877963,2.485020594086605,2.314081552908521,"""a coffee table with a magazine on it"""
Lafite,004-2.png,2.08231751744391,2.1859115525810826,2.730967482495162,"""a flower"""
Controlnet,061-3.png,2.5833205085933866,2.762429184848724,2.4552306047124146,"""the word 'HELLO' on a girl's face"""
Lafite,023-2.png,1.9796938014275032,1.942641818180211,1.9061877058048995,"""a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese"""
Lafite,054-2.png,2.206244391320177,2.531513166410749,2.349726302593208,"""A photo of a lotus flower made of water. """
Unidiffuser,067-2.png,2.8829709070228637,2.884576234646956,2.55840567111733,"""a yellow wall with 'Hello, world.' written on it"""
Unidiffuser,012-3.png,2.4370264387521496,2.600312682880489,3.1761464881345085,"""A red bus is driving on the road"""
Lafite,029-4.png,2.34434021299176,2.360538927089966,2.6196172155228235,"""An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"""
Unidiffuser,023-4.png,2.2071831786909786,2.1810325432031545,2.2839467632400834,"""a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese"""
Lafite,056-4.png,2.335788639352555,2.16656959485272,2.1859741568232804,"""an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"""
Lafite,093-2.png,2.203032702231332,1.9762077220348164,2.1067900278003973,"""a closet without clothes"""
Lafite,072-3.png,2.170071933084923,2.2423572427167056,2.206108969473164,"""two motorcycles facing each other"""
Lafite,020-1.png,2.0134215797481425,1.8083952270352697,1.9884675758057544,"""A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope."""
Controlnet,030-3.png,2.583804009117075,2.1625893001583405,2.2371965586684546,"""a dolphin in an astronaut suit on saturn"""
DALLE,081-4.png,2.849112243006064,3.064048324713188,3.005083779489792,"""two people facing each other"""
stable-diffusion,076-1.png,3.122241333491983,3.147274606082027,3.0052078286743944,"""three small yellow boxes"""
Controlnet,088-3.png,3.011021385620185,3.0188016409440235,2.76009410086347,"""an aerial photo of a sandy island in the ocean"""
Unidiffuser,045-4.png,2.4377181066299896,2.277132195427007,2.273385275435216,"""A bowl of soup that looks like a monster with tofu says deep learning"""
Controlnet,096-1.png,3.1257806702122006,2.989338695697833,2.718799350363834,"""We painted the wall with cracks."""
Unidiffuser,078-2.png,2.5954455572557795,2.443068135062316,2.200911023100047,"""a tennis court with three yellow cones on it"""
Lafite,029-3.png,1.944706127471307,2.028307924485353,2.4228931992351184,"""An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"""
stable-diffusion,050-1.png,2.966351937814334,3.058361201572412,2.4084433649419585,"""A photo of a panda made of water."""
Glide,035-2.png,2.221375163373465,2.183161842978002,2.0531662156069617,"""a bloody mary cocktail next to a napkin"""
DALLE,036-1.png,2.85289599512499,2.337442987784256,2.3963107667784005,"""a kids' book cover with an illustration of white dog driving a red pickup truck"""
stable-diffusion,081-4.png,2.757591894852537,2.619617131844821,2.4855963007189508,"""two people facing each other"""
DALLE,019-3.png,2.929156211640995,2.994146984969622,2.962806172293856,"""a boat in the canals of venice"""
stable-diffusion,027-2.png,2.8022100473625966,2.608443327443417,2.888295039353509,"""A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table"""
stable-diffusion,071-2.png,1.8748876403189751,1.9895575809787256,2.3369413024998247,"""three children on a couch"""
DALLE,024-2.png,2.9800648912217564,3.094240246733199,2.963273085225936,"""a tree reflected in the sunroof of a blue car"""
Unidiffuser,012-1.png,2.952362891862573,2.862221676385401,2.8592276045969367,"""A red bus is driving on the road"""
Glide,008-1.png,2.0251897277237445,2.531600766031314,3.131175377016583,"""a fall landscape"""
Glide,060-4.png,1.9523173957827675,2.0073369236961014,1.9489528115577428,"""a cartoon of a dog saying ""I see what you did there"""""
Lafite,097-2.png,2.3126144350976374,2.1510558453086084,2.378767506348326,"""a kitchen without a refrigerator"""
stable-diffusion,088-3.png,2.1634832869236704,2.2094305975161315,2.406671060357551,"""an aerial photo of a sandy island in the ocean"""
DALLE,037-4.png,3.41675899836739,3.364971822015245,3.30894969540796,"""A bare kitchen has wood cabinets and white appliances"""
Controlnet,093-3.png,2.8633403885490765,2.7483423753949494,2.1295562482436106,"""a closet without clothes"""
